tweet_id,user_id,tweet_text,timestamp,timestamp,likes,retweets,replies,impressions,engagement
T18779,4143,Testing!!!@@@###,android,08-01-2025 07:34,3887,1353,6,683,1908
T29481,5732,Streaming $$$ working,api,18-01-2025 05:29,12305,3418,736,2481,1293
T10760,4002,Error###Detected,api,17-01-2025 11:53,7867,2733,51,2261,983
T26043,6820,Spark > Hadoop ???,android,18-01-2025 20:54,6573,4996,417,2337,
T20275,5624,Worst service ever :(,android,18-01-2025 00:13,10923,4025,418,383,1934
T36276,9351,Good & Bad mixed!!!,web,23-01-2025 09:36,15774,758,569,1376,1342
T36659,,Data pipeline broke @ midnight!!!,web,20-01-2025 23:47,7509,4502,600,2418,896
T9992,4436,Good & Bad mixed!!!,android,20-01-2025 22:14,16593,544,549,167,268
T9666,,Streaming $$$ working,android,13-01-2025 15:11,8273,2878,376,189,1388
T5431,1017,Error###Detected,web,05-01-2025 05:13,6320,4443,708,537,1603
T9198,1066,Streaming $$$ working,api,08-01-2025 07:30,10125,3542,164,2956,1041
,4160,Good & Bad mixed!!!,ios,08-01-2025 05:44,949,,633,1307,113
T8516,6962,Data pipeline broke @ midnight!!!,ios,02-01-2025 09:02,17381,1663,839,1220,1264
T37,3797,Streaming $$$ working,ios,16-01-2025 09:37,8286,3351,623,2875,640
T8358,7257,Spark > Hadoop ???,web,05-01-2025 17:50,2143,2564,615,750,151
T776,2093,Streaming $$$ working,ios,05-01-2025 00:27,18404,2406,274,2512,1524
T28815,1123,Spark > Hadoop ???,android,22-01-2025 06:30,11144,3925,49,2823,1603
T14853,4939,Streaming $$$ working,android,,14659,,779,478,1943
T18379,1142,Streaming $$$ working,web,11-01-2025 20:49,12547,365,30,,1585
T32703,8913,Error###Detected,api,15-01-2025 23:26,17950,2180,881,1272,779
,9685,Testing!!!@@@###,ios,23-01-2025 14:41,266,4280,,1716,30
T32289,4885,Streaming $$$ working,api,22-01-2025 10:13,2401,4167,205,76,565
T5529,7414,Spark > Hadoop ???,api,21-01-2025 22:23,356,808,510,945,271
T32129,1499,Streaming $$$ working,ios,04-01-2025 16:39,7057,3016,692,528,1220
T6363,1811,Error###Detected,ios,04-01-2025 08:02,13976,,879,2252,1931
T31719,3137,Love this!!! 😊,api,19-01-2025 07:28,7471,4208,719,1428,1034
T10716,6578,Good & Bad mixed!!!,android,04-01-2025 06:37,4188,502,120,1179,16
T30764,7402,Data pipeline broke @ midnight!!!,web,14-01-2025 04:20,3175,1539,375,424,1475
,7300,Love this!!! 😊,android,03-01-2025 14:22,16983,2363,280,1131,644
T19810,1674,Error###Detected,web,09-01-2025 06:17,1119,4848,473,1152,259
T4812,7497,Good & Bad mixed!!!,ios,10-01-2025 07:57,12902,4319,479,394,269
T7075,8955,Data pipeline broke @ midnight!!!,ios,01-01-2025 04:27,9234,3274,769,1145,880
T13456,9097,Data pipeline broke @ midnight!!!,api,05-01-2025 18:51,10208,3806,542,919,1694
T8674,2269,Null?? value??,web,10-01-2025 17:33,8674,218,450,2600,993
T31028,9351,Worst service ever :(,android,19-01-2025 21:44,8787,899,263,276,1067
T8242,7655,Worst service ever :(,android,01-01-2025 13:39,17957,4518,,2471,827
T34268,2724,Data pipeline broke @ midnight!!!,api,22-01-2025 11:36,19543,4686,629,,1951
T23309,1229,Streaming $$$ working,api,05-01-2025 01:14,13498,2719,,2815,1127
T5257,2673,Testing!!!@@@###,ios,08-01-2025 07:17,,4641,,2633,107
T26723,5096,Worst service ever :(,,13-01-2025 03:24,1552,4217,694,2626,1939
T39229,4978,Data pipeline broke @ midnight!!!,ios,05-01-2025 06:23,,3179,,326,621
,9028,Love this!!! 😊,android,05-01-2025 15:42,11293,2729,388,1156,1033
T33093,9986,Love this!!! 😊,api,16-01-2025 23:37,10905,4396,517,1367,1315
T18077,2185,Error###Detected,android,03-01-2025 18:05,6496,4127,706,2201,860
T7468,5296,Streaming $$$ working,api,02-01-2025 16:25,,2526,953,2996,251
T11667,8433,Null?? value??,android,11-01-2025 09:51,6787,188,543,1815,1351
T3263,1354,Data pipeline broke @ midnight!!!,,16-01-2025 03:18,4852,2344,271,2603,112
T27753,7571,Error###Detected,android,14-01-2025 11:45,3657,2213,443,334,
T24028,5868,Testing!!!@@@###,web,01-01-2025 04:04,10128,1501,345,268,1260
T10736,5848,Null?? value??,web,06-01-2025 09:25,10997,783,667,1056,1623
T30665,7894,Null?? value??,web,,9309,2724,672,732,893
T37139,4003,Data pipeline broke @ midnight!!!,android,09-01-2025 17:26,16498,3838,46,368,1391
T31865,,Worst service ever :(,web,12-01-2025 07:32,4304,4618,809,2825,546
T7627,1680,Testing!!!@@@###,ios,04-01-2025 00:06,7682,4365,647,1789,1318
T27581,1071,Null?? value??,web,05-01-2025 19:00,16838,652,309,2138,1958
T6647,2406,,ios,04-01-2025 07:06,5639,956,476,2136,1699
T21650,7156,Love this!!! 😊,web,18-01-2025 10:05,19772,1299,457,1651,1324
T6461,3608,Error###Detected,api,07-01-2025 09:27,2384,2717,448,408,6
T10288,7812,Data pipeline broke @ midnight!!!,android,03-01-2025 19:03,19607,1598,202,99,
T7913,5389,,ios,23-01-2025 20:52,4559,1034,208,779,537
T27060,6680,,web,18-01-2025 16:05,2350,4322,248,1095,1757
T31612,5659,Worst service ever :(,web,06-01-2025 04:37,10350,3634,971,1183,
T32812,7672,Spark > Hadoop ???,,21-01-2025 13:49,,2542,482,2224,289
T21825,2551,Love this!!! 😊,web,20-01-2025 11:54,3908,1253,642,2936,1442
T22272,3058,Testing!!!@@@###,web,13-01-2025 04:26,1161,4469,551,971,360
T5338,6461,Good & Bad mixed!!!,web,01-01-2025 23:10,19007,1147,6,2089,968
T28058,4609,Great product!!! #AI,api,07-01-2025 14:08,7731,3561,364,350,1454
T35406,6426,Good & Bad mixed!!!,ios,10-01-2025 11:03,3617,4953,721,1028,1681
T8943,7709,Good & Bad mixed!!!,android,09-01-2025 22:51,11355,2707,954,2266,170
T5440,7273,Null?? value??,ios,07-01-2025 09:04,2482,1855,827,637,1259
T39999,4161,Worst service ever :(,,10-01-2025 08:53,7242,3770,908,1646,1903
,6091,,ios,01-01-2025 00:57,18097,4658,744,1989,1236
T26085,6186,Great product!!! #AI,ios,14-01-2025 23:13,14400,228,987,394,1294
T7694,8967,Data pipeline broke @ midnight!!!,android,01-01-2025 09:53,7778,1910,59,2535,
T3988,1254,Spark > Hadoop ???,ios,06-01-2025 00:32,7327,4269,623,,
T35737,9946,Good & Bad mixed!!!,api,14-01-2025 07:45,11377,2894,849,1544,1251
T32003,2903,Testing!!!@@@###,api,13-01-2025 09:07,14734,1935,673,2003,1575
,7196,Null?? value??,api,21-01-2025 00:28,6615,1957,805,,1455
T30051,6614,,web,11-01-2025 21:02,9358,3437,956,2379,
T33672,5165,Great product!!! #AI,api,12-01-2025 11:04,1193,2059,198,2595,542
T16329,9318,Null?? value??,android,14-01-2025 18:00,19539,1713,37,1480,618
,5553,Data pipeline broke @ midnight!!!,api,15-01-2025 14:28,12035,3065,173,1352,1021
T13038,5468,Data pipeline broke @ midnight!!!,web,13-01-2025 20:15,4824,3272,647,1133,1096
T17093,6715,Great product!!! #AI,api,17-01-2025 09:04,3969,1978,731,2279,152
T24377,5523,Good & Bad mixed!!!,web,11-01-2025 07:06,17111,2337,480,1174,1174
T31888,7719,Good & Bad mixed!!!,android,16-01-2025 18:11,10754,3438,,2257,1606
,7460,,android,09-01-2025 23:46,5127,4366,625,72,113
T36530,4319,,android,07-01-2025 09:39,14816,1199,593,2463,1846
T23433,6576,Good & Bad mixed!!!,web,02-01-2025 02:17,11167,2153,968,2055,337
T18680,3183,Worst service ever :(,android,05-01-2025 01:09,4317,293,541,2464,1945
T6088,2260,Streaming $$$ working,web,22-01-2025 16:12,16885,2782,645,2761,1501
T17885,7503,Great product!!! #AI,android,22-01-2025 03:22,18709,751,856,106,884
T30835,7634,Good & Bad mixed!!!,ios,01-01-2025 19:00,14268,1381,85,1824,1653
T6335,1481,Good & Bad mixed!!!,api,19-01-2025 19:33,620,3283,334,1788,1736
T276,7900,Error###Detected,android,03-01-2025 10:54,8978,3805,21,,1557
,9294,Worst service ever :(,ios,23-01-2025 05:57,16949,1941,418,2577,1353
T4789,6633,Great product!!! #AI,ios,15-01-2025 12:15,10050,3347,144,165,742
T33049,3606,Love this!!! 😊,ios,18-01-2025 21:04,4050,4338,379,1105,1906
T19578,6375,Data pipeline broke @ midnight!!!,android,01-01-2025 06:46,10023,1819,531,1906,1061
T10701,5355,Great product!!! #AI,,16-01-2025 05:42,9033,324,185,13,672
T926,9223,Great product!!! #AI,ios,23-01-2025 09:48,7003,3289,26,1219,1627
T31132,,Null?? value??,api,02-01-2025 05:52,1675,4766,921,,1624
T6878,3236,Great product!!! #AI,ios,07-01-2025 00:34,16754,3244,601,1907,436
T38927,6058,Error###Detected,android,08-01-2025 23:14,4613,4539,184,2707,332
,2990,Good & Bad mixed!!!,android,01-01-2025 13:57,3057,3509,985,880,1322
T26078,2124,Streaming $$$ working,api,21-01-2025 17:20,,4214,427,1323,739
T15294,5252,Worst service ever :(,web,16-01-2025 08:11,10303,1702,693,2314,1283
T38752,1198,Null?? value??,web,22-01-2025 16:17,2211,4714,883,518,712
T24277,2222,Testing!!!@@@###,android,01-01-2025 18:21,6425,1507,943,,879
T25210,4703,Error###Detected,web,18-01-2025 16:01,13200,,687,,1720
T20664,6695,Streaming $$$ working,android,21-01-2025 05:58,7131,1099,42,995,1767
T15001,,Data pipeline broke @ midnight!!!,api,23-01-2025 19:07,13142,4190,273,965,509
T38906,2127,Error###Detected,ios,11-01-2025 14:30,15498,2202,867,2738,459
T28070,1492,Love this!!! 😊,android,02-01-2025 02:05,9112,4998,302,985,927
T21259,4063,,android,04-01-2025 15:59,4896,2554,912,2782,243
T19553,8655,Testing!!!@@@###,ios,18-01-2025 03:00,2915,223,654,1493,1339
T8796,4875,Streaming $$$ working,android,19-01-2025 16:44,11093,732,602,,164
T19892,4636,Spark > Hadoop ???,ios,14-01-2025 17:44,6854,479,533,1146,1164
T35306,7265,Love this!!! 😊,android,11-01-2025 15:38,12236,1356,677,1260,834
T10682,3214,Love this!!! 😊,web,08-01-2025 13:24,13175,1104,799,1267,322
T1041,1555,Worst service ever :(,android,01-01-2025 07:38,16354,3823,139,1324,1115
T11676,3726,Testing!!!@@@###,api,01-01-2025 03:33,475,2476,718,2672,1911
T25703,9823,Love this!!! 😊,api,15-01-2025 23:21,16029,2773,295,2322,1588
T36921,7679,Streaming $$$ working,,07-01-2025 12:05,1298,4583,720,2181,1650
T7558,6423,Spark > Hadoop ???,android,02-01-2025 06:26,19811,1973,408,,1541
T24356,7785,,web,21-01-2025 08:10,13417,1533,147,2449,422
T4451,4279,Great product!!! #AI,web,11-01-2025 20:35,2253,4039,508,2940,1817
T39803,1505,Good & Bad mixed!!!,api,21-01-2025 20:12,2663,1466,851,2215,383
T17576,,Worst service ever :(,api,21-01-2025 05:57,2552,908,854,2017,1597
T29625,8977,Good & Bad mixed!!!,ios,05-01-2025 20:01,19351,1011,881,1308,1483
T11508,1773,,android,,7274,3551,999,1229,916
T23557,,Null?? value??,api,16-01-2025 12:20,11121,1461,871,1535,1109
T20306,1879,Null?? value??,api,13-01-2025 03:04,5066,4208,925,,1653
T38888,8211,Great product!!! #AI,ios,15-01-2025 20:43,8313,812,261,1108,452
T24029,7306,Null?? value??,android,18-01-2025 01:08,7979,2635,604,2077,727
,9070,Null?? value??,web,23-01-2025 01:43,7501,2145,525,2716,720
T905,8933,Spark > Hadoop ???,ios,22-01-2025 02:50,9047,4532,102,1249,1637
T14442,5877,Good & Bad mixed!!!,ios,06-01-2025 23:21,6136,4466,119,,
T29058,7739,Love this!!! 😊,api,04-01-2025 09:39,14096,3734,390,1250,1276
T31399,3505,Spark > Hadoop ???,ios,16-01-2025 04:36,2536,2771,296,1803,275
T37541,4239,Error###Detected,web,04-01-2025 03:07,19336,2040,153,22,1849
,7259,Great product!!! #AI,ios,16-01-2025 07:43,15233,388,619,130,1866
T12869,4480,Null?? value??,android,17-01-2025 11:01,10506,2703,97,174,1256
T11574,3637,Great product!!! #AI,ios,03-01-2025 17:06,9670,3406,647,,1170
T10743,1386,Love this!!! 😊,web,19-01-2025 16:19,,4613,533,455,395
T15554,9807,Streaming $$$ working,web,19-01-2025 07:38,2644,86,220,508,356
T28,7186,Spark > Hadoop ???,android,15-01-2025 08:55,15567,2009,15,2144,1819
T1032,4155,Good & Bad mixed!!!,android,16-01-2025 17:18,11435,2505,642,2484,1793
,3490,Good & Bad mixed!!!,ios,23-01-2025 09:21,12164,2217,816,143,1198
T26111,,Streaming $$$ working,api,,14799,1196,441,2113,787
T34991,1129,Love this!!! 😊,android,13-01-2025 23:39,12336,4216,927,1115,143
T4664,9665,Worst service ever :(,api,04-01-2025 14:08,15397,1031,742,1548,1675
T25671,1192,Good & Bad mixed!!!,ios,05-01-2025 05:43,18264,4431,143,2081,537
T37333,4003,Streaming $$$ working,ios,13-01-2025 15:39,15667,391,822,538,1501
T20073,9318,,android,07-01-2025 06:44,12965,3713,67,732,21
T19351,4851,Great product!!! #AI,web,05-01-2025 16:00,10630,1251,681,2976,605
T28235,6767,Spark > Hadoop ???,web,09-01-2025 19:20,9854,3443,568,2480,1174
T3464,6546,Worst service ever :(,web,10-01-2025 14:00,12622,2012,807,515,158
T24681,4536,Data pipeline broke @ midnight!!!,api,22-01-2025 05:15,4293,2651,426,810,194
T71,1405,Good & Bad mixed!!!,ios,18-01-2025 04:31,1482,2940,816,613,1983
T38624,6196,Worst service ever :(,api,02-01-2025 04:27,10910,115,763,2644,1032
T1559,7614,Great product!!! #AI,api,06-01-2025 20:07,15550,1214,863,796,42
T24560,4707,Love this!!! 😊,android,18-01-2025 20:03,12789,2525,996,438,945
T17900,6951,Love this!!! 😊,ios,19-01-2025 15:36,5858,4226,176,782,520
T29169,1082,Worst service ever :(,ios,05-01-2025 12:56,7954,178,977,2765,774
T35658,9013,Worst service ever :(,ios,04-01-2025 16:51,15434,4861,470,2776,1537
T39664,3528,Spark > Hadoop ???,api,21-01-2025 01:09,16632,1850,668,1643,1599
T38529,5079,Streaming $$$ working,ios,19-01-2025 15:22,,4576,309,2754,1470
T19936,6110,Love this!!! 😊,android,14-01-2025 17:12,5249,2604,807,1221,771
T30704,7697,,ios,15-01-2025 07:44,4792,4523,879,2051,754
T34528,1509,Data pipeline broke @ midnight!!!,ios,12-01-2025 00:52,10394,2155,496,1349,1339
T21434,7691,Testing!!!@@@###,web,06-01-2025 17:20,19133,906,457,2823,33
T29740,5016,Data pipeline broke @ midnight!!!,ios,08-01-2025 12:40,15729,708,573,2330,1111
T11659,1393,Streaming $$$ working,android,16-01-2025 17:43,6660,3579,235,1295,1078
T34757,8429,Love this!!! 😊,ios,02-01-2025 02:28,8536,2746,164,163,1313
T25668,2021,Null?? value??,api,21-01-2025 13:02,1798,284,623,2075,1415
T4640,3726,Great product!!! #AI,web,20-01-2025 13:34,19133,245,990,208,1380
T34934,6300,Null?? value??,ios,07-01-2025 07:40,14320,63,946,1412,783
T31956,4803,Null?? value??,web,06-01-2025 12:47,12330,4316,398,416,675
T16937,7570,Null?? value??,api,11-01-2025 15:16,9959,2807,65,1297,52
T34920,5850,,android,20-01-2025 01:49,7138,2055,445,897,186
T34555,1027,Streaming $$$ working,ios,18-01-2025 01:24,13603,1751,,2824,339
T10087,6543,Testing!!!@@@###,web,09-01-2025 07:10,18427,,615,2801,513
T23030,1598,Error###Detected,ios,20-01-2025 02:57,11116,3024,851,2311,730
T35217,6538,Null?? value??,web,14-01-2025 21:07,8572,2171,524,2221,1239
T6368,2981,Data pipeline broke @ midnight!!!,web,13-01-2025 13:14,14914,3417,64,2155,793
T29420,8658,Data pipeline broke @ midnight!!!,ios,17-01-2025 04:30,10952,2252,947,2784,550
T33406,1792,Testing!!!@@@###,web,06-01-2025 10:21,18610,2435,975,2465,287
T36398,4681,Testing!!!@@@###,ios,13-01-2025 21:11,3484,1508,311,796,1751
T10541,3349,Worst service ever :(,web,16-01-2025 08:41,18159,2363,621,1851,
T671,,Good & Bad mixed!!!,web,07-01-2025 14:36,15478,2814,15,1684,1943
T29860,6246,Spark > Hadoop ???,android,17-01-2025 20:47,9794,3819,518,1001,42
T39892,7828,Error###Detected,web,06-01-2025 11:25,10871,2477,322,1276,1668
T26875,7997,Love this!!! 😊,android,04-01-2025 13:13,16122,1523,448,1753,1338
T18589,,,api,21-01-2025 06:57,5242,4237,737,1913,746
T9813,4310,Good & Bad mixed!!!,api,05-01-2025 06:56,1835,3686,607,2062,1391
T11864,8117,Streaming $$$ working,ios,21-01-2025 22:35,3723,,264,629,470
T5234,4790,Great product!!! #AI,,15-01-2025 02:16,2141,3663,922,,500
T14460,3749,Spark > Hadoop ???,ios,05-01-2025 00:38,10735,3197,305,1344,916
T28800,5797,Error###Detected,ios,22-01-2025 18:13,15497,3948,398,182,396
T5446,7482,Testing!!!@@@###,android,02-01-2025 05:05,3730,1397,848,2991,1535
T13635,,Streaming $$$ working,web,02-01-2025 18:54,442,,949,1878,1664
T36605,8541,Error###Detected,api,14-01-2025 18:30,10152,790,12,2707,
T17831,,Spark > Hadoop ???,android,01-01-2025 03:27,9750,,658,421,117
T30605,1967,Testing!!!@@@###,ios,01-01-2025 01:34,5363,4204,122,2191,590
T26754,2247,Spark > Hadoop ???,web,14-01-2025 15:47,10602,3285,296,1887,985
T10881,8327,Data pipeline broke @ midnight!!!,api,20-01-2025 05:47,4453,1403,438,1688,1030
T25977,4183,Streaming $$$ working,ios,15-01-2025 14:47,10498,4819,928,1929,
T24849,8074,Testing!!!@@@###,web,22-01-2025 20:11,8873,,245,1626,1022
T30212,3214,Null?? value??,ios,,12230,4216,298,625,849
T31010,7484,Worst service ever :(,api,03-01-2025 02:41,9010,1896,853,1374,1427
T24816,5685,Streaming $$$ working,api,21-01-2025 06:26,11891,709,549,427,549
T6898,1463,Worst service ever :(,web,09-01-2025 03:42,15863,584,,2373,126
T29405,5408,Testing!!!@@@###,web,17-01-2025 03:05,6700,914,270,1361,159
T26543,1740,Data pipeline broke @ midnight!!!,api,14-01-2025 17:46,3241,1919,146,808,1912
T25121,9582,Spark > Hadoop ???,api,03-01-2025 00:42,15479,4748,459,1357,1458
T17907,6920,Good & Bad mixed!!!,ios,06-01-2025 16:23,5498,4021,33,1684,1582
T30001,7876,Testing!!!@@@###,ios,12-01-2025 17:32,15020,2767,859,1538,221
T5071,3557,Worst service ever :(,web,15-01-2025 23:12,15777,3592,,1018,514
,4836,Testing!!!@@@###,ios,04-01-2025 11:31,1956,1832,449,2066,1663
T2885,6485,Worst service ever :(,api,02-01-2025 18:30,15564,4250,763,572,674
T34488,7541,Spark > Hadoop ???,web,16-01-2025 13:33,14475,3983,24,1598,1546
T10317,6843,Error###Detected,android,22-01-2025 02:14,240,230,129,1481,233
T26087,6668,Spark > Hadoop ???,ios,10-01-2025 19:40,5247,1087,248,1586,772
T17340,3706,Spark > Hadoop ???,android,12-01-2025 16:11,11638,3930,13,2330,1284
T1,5426,Spark > Hadoop ???,android,11-01-2025 12:35,8728,3436,137,1343,342
T8925,9731,Worst service ever :(,ios,17-01-2025 19:08,17577,4639,331,1423,1058
T6457,8085,Data pipeline broke @ midnight!!!,ios,20-01-2025 22:29,3548,1864,278,963,1065
,7721,Null?? value??,android,07-01-2025 05:49,4135,2214,95,1728,1032
T28462,7287,Streaming $$$ working,web,05-01-2025 16:15,4650,3873,231,481,426
T4158,2965,,web,14-01-2025 18:34,14950,4132,213,2668,988
T21857,4411,Data pipeline broke @ midnight!!!,web,23-01-2025 06:46,819,1504,877,562,591
T7866,4364,Error###Detected,ios,02-01-2025 07:45,770,2224,861,37,248
T32494,5669,Spark > Hadoop ???,web,19-01-2025 03:10,9196,735,243,1332,1347
T20679,8340,Streaming $$$ working,ios,11-01-2025 18:51,16971,230,,466,1500
T2490,8974,Data pipeline broke @ midnight!!!,api,07-01-2025 21:43,6731,4551,215,2299,35
T17829,4570,Good & Bad mixed!!!,web,,12525,2339,684,1698,1127
T34906,9852,Error###Detected,android,22-01-2025 13:14,13132,4563,417,2678,1696
T19419,2956,Data pipeline broke @ midnight!!!,api,07-01-2025 12:20,5615,2317,386,1896,1590
T24095,1657,Love this!!! 😊,api,08-01-2025 04:47,13640,3050,143,1794,270
T8109,5179,Love this!!! 😊,web,03-01-2025 16:11,9269,1002,817,2782,1144
T19533,5618,Worst service ever :(,api,15-01-2025 17:58,11713,3538,337,1310,664
T33744,,Great product!!! #AI,ios,18-01-2025 08:49,18229,4664,,1538,604
T39290,3780,Streaming $$$ working,api,08-01-2025 04:06,6963,1056,541,1530,213
T6739,4012,Streaming $$$ working,android,21-01-2025 13:12,5908,1320,37,2963,1787
T28166,7160,Good & Bad mixed!!!,web,11-01-2025 13:02,5149,4218,822,2595,1646
T35616,7831,Testing!!!@@@###,ios,08-01-2025 13:01,1750,,78,2368,787
T21579,8463,Spark > Hadoop ???,web,11-01-2025 16:07,10886,859,54,1881,712
T698,9933,Worst service ever :(,api,11-01-2025 09:43,14828,4817,712,129,
T37163,5125,Spark > Hadoop ???,api,02-01-2025 14:49,13462,804,427,2976,341
T16149,6238,Testing!!!@@@###,api,18-01-2025 01:08,7762,4199,53,2841,1117
T27514,2841,Great product!!! #AI,api,13-01-2025 02:00,16953,729,222,1224,946
T35899,3301,Good & Bad mixed!!!,,07-01-2025 15:12,9010,4951,831,1203,1363
T27729,9658,Great product!!! #AI,api,16-01-2025 16:25,7024,2610,808,1065,792
T18915,9959,Null?? value??,android,22-01-2025 06:04,2038,4142,29,2462,364
T6655,6439,Spark > Hadoop ???,api,08-01-2025 23:47,13382,2567,17,2356,1650
T24525,4217,Worst service ever :(,web,15-01-2025 02:55,3618,1525,960,,1676
,,Data pipeline broke @ midnight!!!,api,23-01-2025 04:14,9829,2708,550,1685,894
T27929,6557,Null?? value??,ios,15-01-2025 23:10,15785,4454,370,16,374
T26768,6040,Error###Detected,ios,10-01-2025 10:52,14680,4689,866,2787,1171
T24354,5888,Data pipeline broke @ midnight!!!,web,06-01-2025 03:56,5490,4310,411,1273,988
T25516,9988,Streaming $$$ working,android,13-01-2025 08:32,12999,3098,775,1336,1717
T25829,8156,Error###Detected,ios,18-01-2025 21:01,7084,2357,575,1346,1948
T28433,3320,Testing!!!@@@###,web,20-01-2025 04:25,4330,4803,506,381,958
T24126,9372,Love this!!! 😊,api,13-01-2025 16:01,,541,909,1757,1258
T22080,3307,Spark > Hadoop ???,api,21-01-2025 22:39,13866,4566,899,492,1466
T27274,8276,Spark > Hadoop ???,web,05-01-2025 19:53,4241,2218,416,2572,1553
T1189,2889,Testing!!!@@@###,,01-01-2025 18:50,2962,2899,588,1996,1473
T1396,7886,Great product!!! #AI,ios,,15782,1527,590,1950,
T15200,3780,Null?? value??,ios,04-01-2025 18:25,17898,995,432,1927,1300
T36811,,,api,20-01-2025 01:52,1495,3547,336,842,1980
T30834,5297,Good & Bad mixed!!!,android,08-01-2025 12:40,9935,3387,517,1545,
T27364,3816,Testing!!!@@@###,web,10-01-2025 08:57,3390,,136,289,1395
T6344,1818,Null?? value??,web,07-01-2025 10:31,7185,136,789,1867,991
T37245,,Love this!!! 😊,web,19-01-2025 13:10,,4144,248,2615,1210
T14565,9021,Testing!!!@@@###,web,15-01-2025 16:20,11108,1992,178,1927,
T29691,9917,Good & Bad mixed!!!,api,01-01-2025 04:10,9576,2874,985,2918,520
T38715,8676,Error###Detected,api,02-01-2025 15:09,19966,2443,661,79,1375
T2137,7977,Data pipeline broke @ midnight!!!,ios,11-01-2025 10:51,19152,1399,615,1305,892
T2782,5524,Streaming $$$ working,android,22-01-2025 16:08,18539,1706,711,676,1041
T36710,8061,Great product!!! #AI,android,10-01-2025 20:53,17841,2319,569,1593,1500
T18459,8584,Null?? value??,android,12-01-2025 05:06,16527,782,248,2869,1758
T17998,9766,Good & Bad mixed!!!,ios,11-01-2025 01:28,11352,2552,252,2562,46
T32634,7561,Great product!!! #AI,ios,19-01-2025 01:17,17242,1900,484,454,666
T20838,4294,Spark > Hadoop ???,ios,12-01-2025 06:50,17703,3483,164,487,466
T31602,4553,Error###Detected,api,19-01-2025 10:19,11054,576,565,1788,
T31577,3824,Good & Bad mixed!!!,android,11-01-2025 00:51,2042,1341,302,2768,1569
T16290,8937,Great product!!! #AI,,11-01-2025 07:08,8547,4190,387,,1117
T32228,9274,Null?? value??,android,23-01-2025 13:04,1842,4182,148,,991
T31007,5362,Great product!!! #AI,api,21-01-2025 05:00,16923,349,613,140,253
T39171,9982,,web,20-01-2025 19:02,17569,4839,823,2214,397
T28573,4536,Spark > Hadoop ???,android,19-01-2025 18:01,11367,4728,,335,835
T14975,1621,Streaming $$$ working,ios,22-01-2025 04:32,6016,464,,608,1366
T3960,6355,Great product!!! #AI,android,23-01-2025 10:09,2209,3966,,776,1188
T6735,7577,Great product!!! #AI,android,22-01-2025 12:13,7618,4994,761,,852
T34620,4573,Error###Detected,android,18-01-2025 07:50,3766,4129,180,2107,1310
T37087,5503,Spark > Hadoop ???,ios,15-01-2025 02:05,1225,846,495,1371,141
T16442,2748,Spark > Hadoop ???,android,07-01-2025 20:13,16810,4644,600,788,1499
T22605,9942,,web,08-01-2025 17:10,8174,4324,123,2669,1737
T33226,6740,Great product!!! #AI,api,08-01-2025 09:33,,1179,259,2629,955
T813,1845,Good & Bad mixed!!!,android,14-01-2025 13:05,4040,,547,1344,364
T3564,9790,Great product!!! #AI,ios,10-01-2025 04:54,10443,4962,171,2715,792
T29219,6219,Worst service ever :(,android,,8679,2041,773,308,1085
T31754,8553,Null?? value??,web,14-01-2025 17:38,10924,2789,315,241,1203
T380,7666,Testing!!!@@@###,ios,10-01-2025 09:54,11470,920,,105,19
T33250,7494,Error###Detected,ios,20-01-2025 05:06,3085,3348,442,267,1423
T38140,2541,Error###Detected,api,21-01-2025 18:03,9135,4342,468,2644,715
T20979,3217,,ios,,8159,724,70,,1214
T29158,2002,Data pipeline broke @ midnight!!!,web,14-01-2025 08:09,,823,96,2284,1147
T19093,6259,Null?? value??,android,07-01-2025 13:05,18415,4058,657,754,1288
T10970,2014,Data pipeline broke @ midnight!!!,android,23-01-2025 03:50,14942,550,55,,107
T33076,6954,Null?? value??,api,23-01-2025 18:24,10159,2954,111,2367,
T25800,6296,Null?? value??,android,06-01-2025 11:49,17967,47,457,,1112
,6011,Spark > Hadoop ???,api,19-01-2025 20:50,8922,627,240,897,1714
T13060,6358,Data pipeline broke @ midnight!!!,api,15-01-2025 11:14,16861,,985,1707,550
T26256,4366,Great product!!! #AI,ios,22-01-2025 10:16,18047,2441,847,,1679
T15063,3786,Error###Detected,ios,14-01-2025 00:12,5723,2299,,987,1753
T3391,5046,Error###Detected,android,11-01-2025 03:27,7774,1521,685,2226,388
T394,6337,Null?? value??,api,12-01-2025 16:41,130,2505,90,2240,974
T16974,3162,Null?? value??,android,21-01-2025 20:24,6385,3015,864,2298,519
T22012,2938,Great product!!! #AI,web,06-01-2025 09:00,12431,4540,341,1341,1234
T24347,3696,Good & Bad mixed!!!,android,10-01-2025 07:46,10402,4418,951,2472,548
T4496,,Spark > Hadoop ???,android,08-01-2025 12:26,4145,749,504,2886,640
T7007,,Love this!!! 😊,web,21-01-2025 01:38,,276,557,451,1736
T12438,9124,Testing!!!@@@###,android,01-01-2025 17:46,3216,2800,820,1521,1523
T17343,1064,,api,15-01-2025 11:43,3630,1436,611,2146,400
T7508,2092,Great product!!! #AI,ios,01-01-2025 14:40,14406,2182,760,853,1755
,2011,Love this!!! 😊,android,20-01-2025 13:47,10565,1454,728,2991,984
T36687,,Testing!!!@@@###,ios,19-01-2025 07:52,14616,3849,651,1791,872
